employee_id,datum_zmeny,plat_pred,plat_po,duvod
461,2024-03-16,52253.0,55130.0,promotion
362,2025-07-06,65258.0,67933.0,raise
52,2021-12-17,48651.0,55418.0,promotion
79,2026-01-07,67563.0,71295.0,correction
633,2024-08-23,47783.0,50424.0,raise
218,2024-05-29,47870.0,54912.0,raise
324,2026-02-08,49086.0,53007.0,raise
194,2023-05-11,87035.0,89651.0,promotion
645,2025-12-17,66365.0,70994.0,raise
321,2023-11-04,23498.0,26931.0,raise
118,2021-05-15,84359.0,92197.0,raise
578,2025-01-11,48273.0,55165.0,raise
64,2022-04-21,51879.0,54457.0,correction
721,2022-12-09,35976.0,42645.0,raise
771,2025-01-28,45539.0,49894.0,raise
888,2025-02-02,29052.0,34627.0,raise
273,2023-07-27,46110.0,53239.0,promotion
483,2024-11-28,44068.0,47890.0,promotion
943,2023-12-27,9636.0,16669.0,raise
764,2024-04-28,30701.0,37279.0,correction
942,2024-01-24,21834.0,29689.0,promotion
127,2025-11-08,76314.0,80852.0,raise
788,2023-11-20,37014.0,44967.0,raise
738,2023-09-12,51085.0,53784.0,raise
733,2024-02-15,37430.0,40792.0,raise
302,2024-12-25,24336.0,30752.0,raise
642,2024-07-04,54286.0,61677.0,raise
123,2023-12-21,84625.0,91618.0,raise
391,2023-07-31,49661.0,52472.0,raise
106,2025-11-24,70338.0,73981.0,raise
825,2025-02-27,9615.0,17232.0,raise
849,2024-02-20,31468.0,39240.0,promotion
873,2025-10-06,28966.0,33713.0,raise
905,2024-03-30,37729.0,43771.0,raise
178,2023-09-28,39941.0,46533.0,raise
767,2024-11-20,31983.0,35514.0,correction
659,2021-09-10,57439.0,59825.0,promotion
653,2022-10-05,60682.0,67875.0,raise
363,2026-01-05,64320.0,69913.0,raise
344,2024-03-05,35959.0,40078.0,raise
901,2025-03-06,29550.0,36328.0,promotion
72,2021-12-01,43087.0,46052.0,raise
659,2021-10-03,59825.0,67404.0,raise
141,2025-10-28,67859.0,71440.0,raise
423,2024-07-02,74724.0,80141.0,raise
971,2024-09-28,31095.0,36285.0,raise
702,2025-04-01,67813.0,70557.0,raise
868,2023-04-04,19667.0,22859.0,promotion
530,2025-05-07,39501.0,42255.0,acquisition_harmonization
291,2019-11-16,33630.0,41435.0,raise
490,2025-04-02,49733.0,54977.0,raise
949,2025-12-16,29378.0,32569.0,correction
618,2024-10-08,22942.0,28416.0,raise
753,2025-01-19,74123.0,81772.0,acquisition_harmonization
951,2024-04-02,22231.0,24554.0,raise
153,2021-04-25,62257.0,65134.0,raise
308,2023-04-01,27710.0,29864.0,raise
279,2024-09-25,28614.0,34925.0,raise
395,2026-03-21,53632.0,61108.0,raise
485,2024-12-12,64857.0,67833.0,correction
168,2025-06-25,70032.0,75061.0,promotion
304,2024-08-12,39715.0,44759.0,raise
317,2023-02-10,33854.0,39950.0,correction
229,2024-04-21,51859.0,54205.0,acquisition_harmonization
136,2025-12-15,75422.0,82141.0,raise
590,2025-01-16,53078.0,56546.0,raise
886,2025-03-09,16245.0,23525.0,raise
286,2024-07-17,29193.0,34145.0,acquisition_harmonization
75,2020-10-30,50799.0,55020.0,raise
542,2022-01-26,54888.0,57948.0,raise
588,2023-12-17,56371.0,61190.0,raise
427,2022-11-28,47570.0,52320.0,promotion
418,2026-03-28,55389.0,61197.0,raise
729,2024-08-08,56747.0,58935.0,raise
197,2025-12-15,56689.0,62708.0,promotion
61,2021-10-22,74100.0,76486.0,raise
912,2025-04-05,4875.0,11738.0,raise
731,2025-01-01,55815.0,59693.0,raise
436,2024-12-07,48982.0,55940.0,raise
687,2025-10-21,63813.0,70297.0,correction
533,2022-11-24,27317.0,29580.0,promotion
164,2025-10-29,82959.0,89633.0,raise
457,2023-06-08,30927.0,35745.0,correction
481,2024-11-12,64713.0,72507.0,raise
84,2023-12-27,65489.0,73108.0,raise
707,2021-09-20,59796.0,65359.0,correction
142,2023-06-21,69144.0,71421.0,promotion
3,2021-10-05,64711.0,72494.0,raise
997,2026-03-24,36712.0,41952.0,promotion
771,2024-07-05,34633.0,40752.0,raise
478,2022-08-23,35747.0,39085.0,raise
665,2024-12-26,49529.0,53810.0,correction
909,2023-03-20,32093.0,39599.0,raise
413,2024-12-12,65238.0,71950.0,promotion
216,2025-05-06,14326.0,17761.0,raise
978,2025-04-12,1903.0,5349.0,raise
710,2023-03-11,54713.0,58447.0,raise
345,2023-03-22,55088.0,61687.0,raise
242,2025-08-04,19217.0,23592.0,raise
621,2024-02-20,28341.0,31430.0,correction
407,2025-10-13,43738.0,51706.0,correction
29,2025-06-25,53914.0,57052.0,correction
14,2025-09-01,64920.0,68584.0,raise
541,2025-06-14,44801.0,52322.0,raise
209,2021-12-21,42107.0,44458.0,raise
453,2023-01-07,20386.0,24466.0,raise
9,2024-10-01,73254.0,79773.0,acquisition_harmonization
376,2023-12-14,50926.0,57821.0,raise
187,2022-03-22,64754.0,68089.0,raise
434,2026-01-24,50662.0,58066.0,raise
899,2025-03-05,32124.0,37232.0,raise
498,2025-04-13,49426.0,52405.0,raise
792,2025-01-14,39244.0,45800.0,raise
444,2023-09-17,58927.0,62801.0,raise
803,2024-04-24,27292.0,34885.0,raise
873,2025-08-15,21197.0,28966.0,raise
220,2024-08-16,35069.0,40465.0,raise
699,2020-02-26,59385.0,64800.0,raise
21,2025-10-18,36783.0,40017.0,correction
512,2024-06-03,47889.0,50051.0,raise
573,2025-09-25,54251.0,60133.0,raise
584,2025-02-26,36473.0,41780.0,promotion
844,2025-10-07,30553.0,32958.0,raise
622,2025-05-02,34139.0,38171.0,promotion
11,2021-07-31,49677.0,54895.0,correction
355,2025-06-10,9265.0,13663.0,raise
839,2025-06-12,13846.0,20401.0,raise
756,2022-06-04,41799.0,46294.0,raise
168,2024-03-27,57145.0,63187.0,promotion
693,2021-12-19,68245.0,72227.0,raise
159,2025-04-12,85822.0,91832.0,raise
933,2025-11-23,33862.0,36601.0,raise
97,2025-05-28,60138.0,66657.0,promotion
441,2020-11-27,49618.0,52340.0,raise
445,2025-01-04,75309.0,81729.0,correction
187,2020-05-20,57137.0,64754.0,promotion
384,2024-09-03,53546.0,59515.0,acquisition_harmonization
768,2025-04-14,21328.0,27989.0,raise
1000,2025-02-03,27257.0,33311.0,raise
901,2024-08-17,20790.0,25778.0,raise
519,2025-11-18,57413.0,64765.0,acquisition_harmonization
267,2022-07-02,23043.0,27412.0,correction
871,2023-10-17,32855.0,37622.0,raise
696,2023-07-11,69952.0,77678.0,raise
656,2025-05-12,44141.0,51502.0,raise
500,2025-06-26,50778.0,58214.0,raise
160,2025-06-13,87801.0,94128.0,correction
267,2024-10-30,34874.0,38260.0,raise
250,2025-07-25,65880.0,70935.0,raise
408,2024-05-17,31748.0,37989.0,acquisition_harmonization
641,2023-10-24,49436.0,55885.0,promotion
150,2026-03-14,51447.0,53701.0,raise
52,2023-02-20,55418.0,57670.0,raise
215,2024-02-05,22982.0,25546.0,raise
119,2025-02-01,32179.0,35401.0,promotion
187,2022-10-04,68089.0,72563.0,raise
463,2023-10-04,55534.0,62859.0,raise
770,2024-05-19,25323.0,28294.0,raise
949,2022-12-23,11258.0,18660.0,promotion
214,2022-06-17,51635.0,56131.0,promotion
508,2026-03-18,18771.0,24793.0,promotion
598,2024-11-10,33869.0,39326.0,raise
587,2024-02-26,28127.0,31797.0,raise
82,2026-01-20,75366.0,79478.0,raise
765,2024-10-24,41716.0,49264.0,raise
844,2025-03-15,28069.0,30553.0,raise
656,2023-04-26,32195.0,39392.0,raise
504,2021-12-08,74949.0,81979.0,raise
321,2024-10-25,32803.0,37890.0,raise
52,2023-05-12,57670.0,65045.0,promotion
259,2024-09-04,1353.0,7739.0,raise
317,2024-03-25,45362.0,52898.0,raise
402,2026-03-21,45403.0,51508.0,raise
835,2024-02-02,23737.0,28910.0,raise
106,2025-07-08,62390.0,70338.0,raise
797,2023-10-17,35690.0,39719.0,raise
199,2025-07-19,53099.0,60444.0,raise
165,2022-02-07,78090.0,80646.0,raise
619,2022-08-23,35479.0,40221.0,raise
490,2023-12-17,43837.0,47014.0,correction
656,2025-09-29,51502.0,55247.0,acquisition_harmonization
717,2025-05-20,53464.0,59777.0,raise
587,2023-09-25,21862.0,28127.0,promotion
963,2025-04-26,15582.0,22751.0,raise
525,2024-11-21,42445.0,44452.0,raise
42,2025-10-04,70830.0,75959.0,raise
704,2024-03-21,57820.0,62365.0,correction
182,2025-02-18,69663.0,75581.0,raise
774,2023-11-08,12661.0,18578.0,correction
787,2024-11-17,23779.0,30998.0,raise
180,2024-06-01,71934.0,77519.0,promotion
133,2025-03-25,85394.0,92899.0,correction
518,2026-03-09,90457.0,96195.0,raise
962,2025-05-06,42110.0,45679.0,promotion
208,2024-05-22,64553.0,70104.0,promotion
549,2024-11-19,51074.0,54689.0,promotion
249,2023-10-13,21171.0,27675.0,raise
747,2023-04-05,41126.0,48061.0,raise
272,2024-10-28,52059.0,57965.0,raise
330,2023-10-24,46508.0,53758.0,raise
337,2026-03-28,44579.0,49016.0,raise
56,2022-07-23,58371.0,63422.0,raise
151,2021-04-23,65460.0,69085.0,raise
735,2025-10-23,68033.0,74731.0,promotion
622,2025-08-18,38171.0,43709.0,raise
431,2021-05-15,54729.0,59528.0,raise
942,2024-08-20,32306.0,36212.0,correction
285,2022-11-21,61250.0,67370.0,acquisition_harmonization
67,2023-10-24,52346.0,58369.0,raise
789,2022-03-24,27790.0,31694.0,raise
156,2023-07-17,54134.0,57591.0,raise
239,2023-10-03,28120.0,32696.0,raise
761,2018-11-24,45030.0,47342.0,raise
743,2022-04-16,50810.0,54015.0,raise
297,2023-08-02,34153.0,36724.0,raise
236,2023-10-28,26170.0,31642.0,raise
994,2024-12-14,30656.0,33947.0,raise
174,2025-08-30,63750.0,68286.0,promotion
468,2025-07-15,72088.0,80013.0,raise
229,2025-09-01,57460.0,63545.0,raise
47,2025-02-27,89555.0,93366.0,correction
65,2022-02-16,48801.0,51170.0,raise
538,2023-01-22,23354.0,29195.0,promotion
438,2025-10-28,46307.0,48931.0,raise
483,2026-01-28,51804.0,55093.0,acquisition_harmonization
867,2025-08-18,14570.0,21573.0,acquisition_harmonization
541,2025-04-03,33227.0,36858.0,raise
154,2024-07-22,44395.0,52153.0,acquisition_harmonization
834,2026-03-06,36752.0,43552.0,raise
830,2025-01-05,22360.0,29693.0,raise
389,2023-10-09,62663.0,66506.0,raise
159,2022-08-20,73381.0,79253.0,raise
620,2025-06-28,31415.0,36930.0,promotion
366,2018-03-03,42253.0,46654.0,acquisition_harmonization
378,2025-10-24,50732.0,56102.0,raise
294,2023-05-06,43379.0,46602.0,raise
659,2022-12-26,67404.0,70376.0,promotion
508,2025-10-08,6967.0,10360.0,acquisition_harmonization
582,2023-02-21,36616.0,42273.0,promotion
168,2024-08-08,63187.0,70032.0,raise
885,2025-04-17,46455.0,51968.0,raise
866,2024-07-11,22484.0,26956.0,raise
923,2025-05-18,22829.0,30646.0,raise
729,2022-12-16,49665.0,56747.0,raise
204,2021-08-07,46522.0,50429.0,promotion
176,2022-04-09,48826.0,55598.0,raise
560,2025-02-24,42714.0,47286.0,raise
972,2023-09-06,21132.0,26713.0,promotion
162,2022-08-23,47478.0,51646.0,promotion
698,2025-03-13,57403.0,63835.0,correction
604,2019-12-18,43151.0,45220.0,acquisition_harmonization
963,2025-09-16,26488.0,32989.0,promotion
22,2019-04-22,53940.0,59623.0,raise
16,2025-10-29,79679.0,81757.0,raise
226,2024-11-27,52856.0,56764.0,raise
542,2021-08-15,48148.0,54888.0,raise
313,2022-04-30,29747.0,36067.0,raise
756,2022-03-04,35410.0,41799.0,raise
897,2024-01-18,16027.0,19808.0,correction
586,2025-02-18,9356.0,16977.0,promotion
207,2025-08-13,24909.0,28750.0,raise
718,2023-05-05,67583.0,75462.0,raise
735,2025-04-14,61670.0,68033.0,promotion
719,2023-12-13,65198.0,71363.0,acquisition_harmonization
566,2025-05-09,43044.0,46658.0,raise
544,2024-01-11,41312.0,48971.0,raise
340,2025-11-23,48991.0,54487.0,raise
867,2025-07-10,8872.0,14570.0,promotion
692,2026-01-13,62534.0,68524.0,raise
412,2026-02-03,84819.0,87020.0,acquisition_harmonization
831,2024-10-21,28619.0,31997.0,raise
921,2025-04-12,37222.0,41160.0,raise
304,2024-04-14,33511.0,39715.0,raise
160,2022-02-11,66274.0,70177.0,correction
371,2025-04-19,77916.0,85641.0,raise
869,2026-01-06,28495.0,33087.0,raise
502,2025-03-24,49945.0,52993.0,correction
649,2022-04-06,74005.0,77764.0,promotion
276,2025-02-09,49247.0,56126.0,promotion
622,2021-04-10,14892.0,21182.0,acquisition_harmonization
830,2024-06-12,14646.0,22360.0,correction
647,2022-07-04,50658.0,55405.0,raise
920,2024-03-12,17917.0,25086.0,raise
711,2024-03-10,36293.0,41971.0,raise
400,2024-12-12,66754.0,70406.0,raise
760,2025-06-05,76376.0,83901.0,correction
619,2023-03-25,40221.0,42229.0,acquisition_harmonization
632,2022-04-23,22415.0,30340.0,correction
482,2025-08-02,16909.0,21760.0,raise
929,2025-07-16,18115.0,20590.0,raise
75,2020-11-27,55020.0,62795.0,promotion
457,2024-04-01,35745.0,39315.0,promotion
525,2025-05-19,47752.0,53008.0,raise
908,2026-01-19,13518.0,18890.0,raise
220,2025-08-05,40465.0,44030.0,raise
728,2021-02-18,41551.0,44936.0,raise
601,2025-10-23,35451.0,41245.0,raise
441,2023-10-11,58276.0,65427.0,raise
253,2024-05-11,30574.0,36169.0,promotion
779,2025-10-21,26269.0,29655.0,correction
568,2026-03-09,50115.0,56393.0,promotion
999,2025-03-11,40389.0,44773.0,raise
913,2023-03-13,16785.0,21549.0,raise
666,2023-06-14,47024.0,53686.0,raise
391,2023-06-19,41681.0,49661.0,raise
361,2025-01-21,43531.0,47285.0,raise
255,2022-01-09,48319.0,53369.0,acquisition_harmonization
294,2021-11-05,37064.0,43379.0,promotion
461,2025-07-04,71496.0,79178.0,raise
876,2026-03-19,27478.0,34534.0,raise
789,2023-02-04,31694.0,36931.0,raise
725,2022-08-10,46792.0,53809.0,promotion
975,2026-01-09,31426.0,38800.0,raise
624,2021-12-01,21516.0,26737.0,raise
437,2024-12-17,14256.0,20668.0,correction
239,2023-01-28,14654.0,21142.0,raise
254,2025-02-02,47813.0,53202.0,promotion
535,2024-07-29,28965.0,32331.0,raise
371,2021-01-22,70787.0,77916.0,raise
795,2024-02-16,18421.0,21994.0,correction
825,2025-12-24,17232.0,20364.0,correction
32,2021-08-22,57745.0,61156.0,promotion
309,2024-12-07,41407.0,45361.0,promotion
648,2024-12-26,63412.0,68972.0,raise
272,2023-12-02,41760.0,48428.0,raise
910,2024-01-04,29264.0,36543.0,promotion
91,2025-12-19,53403.0,59084.0,acquisition_harmonization
221,2026-03-31,40196.0,48066.0,correction
868,2024-07-25,27365.0,34449.0,raise
19,2023-08-22,73788.0,77228.0,promotion
896,2024-03-20,6395.0,11907.0,raise
639,2025-06-28,84010.0,87842.0,raise
689,2024-10-19,72649.0,74901.0,raise
320,2024-12-10,56130.0,61220.0,raise
370,2023-02-21,48017.0,51548.0,raise
987,2025-10-31,15552.0,22171.0,raise
270,2022-11-12,27259.0,31334.0,raise
210,2022-06-27,25871.0,30705.0,raise
293,2022-01-17,38394.0,43802.0,raise
510,2024-04-21,67661.0,70655.0,raise
842,2024-02-19,22391.0,27015.0,raise
855,2026-03-18,24104.0,29345.0,correction
271,2022-09-13,43269.0,49984.0,raise
346,2024-09-29,69661.0,75826.0,raise
865,2024-11-29,33962.0,36527.0,promotion
199,2024-12-15,47494.0,50095.0,raise
280,2024-12-20,53481.0,58054.0,correction
737,2022-06-27,55142.0,61223.0,promotion
65,2024-01-26,51170.0,58875.0,raise
900,2025-12-25,38994.0,46944.0,raise
162,2022-10-04,51646.0,56484.0,raise
427,2024-12-13,52320.0,59964.0,raise
298,2023-07-01,22621.0,28094.0,raise
391,2022-09-29,28645.0,35255.0,promotion
257,2025-01-06,39097.0,47095.0,raise
18,2025-03-04,61286.0,68643.0,raise
54,2024-01-08,44130.0,49803.0,promotion
603,2026-01-30,47715.0,49775.0,raise
420,2024-06-17,59738.0,66097.0,raise
589,2023-12-01,28205.0,34965.0,promotion
707,2023-03-16,65359.0,73187.0,raise
445,2024-06-29,69051.0,75309.0,raise
978,2026-01-29,24491.0,30352.0,correction
999,2025-07-10,44773.0,48759.0,raise
132,2025-06-22,68285.0,71238.0,acquisition_harmonization
377,2022-11-09,37138.0,44376.0,promotion
894,2024-09-11,33849.0,38949.0,raise
631,2026-01-23,76909.0,84181.0,correction
66,2024-07-15,76277.0,81426.0,promotion
152,2023-10-03,66522.0,74031.0,correction
248,2025-04-06,50039.0,56615.0,acquisition_harmonization
274,2023-09-30,40097.0,45582.0,raise
858,2025-06-19,21827.0,29126.0,promotion
916,2024-07-09,22981.0,25805.0,raise
738,2023-04-12,40238.0,47527.0,correction
895,2025-10-13,29836.0,37610.0,raise
191,2024-11-23,62205.0,65005.0,acquisition_harmonization
312,2022-06-29,33544.0,36768.0,acquisition_harmonization
61,2022-05-24,76486.0,79267.0,promotion
802,2023-10-07,18460.0,24092.0,raise
21,2026-02-27,47364.0,50413.0,raise
200,2025-03-07,40487.0,47398.0,raise
487,2025-08-19,57492.0,62271.0,raise
753,2022-11-26,64279.0,71792.0,raise
913,2022-12-22,12554.0,16785.0,raise
879,2025-10-21,23534.0,27986.0,raise
107,2023-04-03,97953.0,101771.0,raise
125,2023-06-09,37712.0,40854.0,promotion
683,2024-08-05,56590.0,61628.0,raise
369,2025-10-01,44377.0,47804.0,raise
478,2022-11-30,39085.0,46884.0,raise
737,2020-04-30,49567.0,55142.0,acquisition_harmonization
61,2021-08-11,67135.0,74100.0,raise
355,2025-08-24,20640.0,28548.0,raise
158,2024-09-24,50081.0,55753.0,raise
90,2023-03-24,69052.0,76037.0,raise
166,2022-09-20,76489.0,84429.0,raise
68,2025-10-17,63008.0,70942.0,raise
288,2025-07-07,36433.0,41781.0,acquisition_harmonization
547,2022-01-29,49119.0,51558.0,raise
813,2025-08-20,33251.0,36261.0,raise
714,2025-10-14,54161.0,59866.0,raise
4,2023-03-05,63293.0,67782.0,raise
33,2025-11-17,84827.0,89209.0,raise
738,2025-06-26,65787.0,68320.0,promotion
702,2023-07-14,48439.0,55852.0,raise
757,2025-04-22,81536.0,84269.0,raise
290,2024-08-19,32979.0,35977.0,raise
134,2024-12-23,46574.0,49308.0,raise
812,2025-04-26,20717.0,23344.0,correction
577,2025-03-18,19164.0,27027.0,correction
284,2025-01-01,42202.0,48254.0,correction
912,2024-05-09,-9286.0,-2008.0,raise
103,2025-10-16,70719.0,74850.0,raise
41,2025-06-01,79072.0,83171.0,raise
629,2021-10-04,65043.0,69215.0,raise
836,2023-12-27,36630.0,40933.0,raise
7,2026-03-08,45636.0,47644.0,raise
657,2022-02-23,58358.0,63261.0,raise
322,2022-03-26,33745.0,36844.0,raise
368,2025-02-26,50002.0,56882.0,raise
191,2021-09-10,50438.0,57699.0,raise
119,2024-12-10,22172.0,26369.0,raise
720,2025-02-15,68666.0,75296.0,promotion
129,2024-11-09,46164.0,54142.0,raise
26,2024-07-01,30234.0,34270.0,raise
80,2025-01-10,45642.0,52606.0,correction
336,2022-09-30,34674.0,42210.0,raise
302,2025-12-20,30752.0,35864.0,acquisition_harmonization
382,2024-06-24,65695.0,72210.0,promotion
962,2025-10-12,45679.0,51590.0,correction
548,2024-08-09,49121.0,51486.0,promotion
236,2024-04-09,37334.0,40924.0,correction
151,2022-11-04,69085.0,71662.0,raise
819,2025-10-11,35805.0,39975.0,promotion
430,2019-08-17,48338.0,51366.0,raise
780,2024-08-08,38429.0,42598.0,correction
868,2025-08-14,34449.0,40801.0,raise
799,2024-12-08,8742.0,14271.0,acquisition_harmonization
716,2019-12-02,49175.0,55294.0,raise
352,2025-06-05,78817.0,83722.0,correction
998,2024-12-13,31961.0,37081.0,promotion
889,2024-10-31,28454.0,32707.0,raise
1003,2024-12-08,37476.0,45320.0,raise
374,2026-01-19,46317.0,51913.0,raise
990,2024-10-11,27919.0,29943.0,raise
1013,2024-10-25,36757.0,44074.0,raise
258,2022-07-28,15163.0,20225.0,raise
975,2025-06-08,16801.0,20637.0,raise
353,2024-04-12,23825.0,28717.0,raise
766,2025-10-02,29213.0,35709.0,raise
505,2023-01-14,50389.0,54893.0,raise
244,2022-04-11,33278.0,36624.0,raise
724,2024-11-19,75259.0,80279.0,raise
188,2021-06-09,89195.0,95126.0,raise
116,2024-12-05,57971.0,63706.0,raise
215,2026-02-10,43080.0,48827.0,raise
545,2022-06-07,34747.0,41472.0,raise
331,2025-02-12,39928.0,44407.0,promotion
705,2025-04-16,44182.0,47486.0,promotion
773,2025-08-17,24360.0,31332.0,acquisition_harmonization
719,2022-04-22,55966.0,59238.0,correction
521,2021-10-23,56405.0,60469.0,raise
78,2023-02-28,52648.0,59123.0,promotion
954,2024-12-21,46283.0,50953.0,raise
148,2022-01-29,86442.0,91557.0,raise
148,2025-11-07,91557.0,99126.0,correction
448,2022-12-09,48145.0,55730.0,promotion
100,2023-03-29,49750.0,57455.0,promotion
378,2021-04-23,29610.0,34887.0,raise
540,2024-02-09,20147.0,23461.0,promotion
783,2024-01-26,24371.0,31901.0,acquisition_harmonization
438,2026-02-20,48931.0,55782.0,promotion
179,2025-09-06,80453.0,82748.0,raise
725,2023-05-28,59446.0,65788.0,raise
867,2025-12-02,24679.0,30846.0,raise
934,2024-08-21,43020.0,47007.0,raise
991,2026-01-04,14872.0,20852.0,raise
457,2025-11-14,42860.0,45505.0,raise
939,2025-07-15,32107.0,35490.0,raise
453,2025-09-25,36377.0,38478.0,raise
49,2026-01-17,81945.0,85554.0,correction
937,2025-12-20,44298.0,46971.0,promotion
264,2024-08-13,34184.0,39691.0,raise
258,2023-12-30,33411.0,40153.0,raise
130,2024-02-13,60925.0,65242.0,raise
420,2025-04-13,66097.0,68415.0,raise
95,2021-04-14,50632.0,56275.0,raise
385,2025-10-10,74551.0,81495.0,raise
642,2025-04-21,61677.0,67970.0,raise
105,2024-05-04,71116.0,77049.0,raise
870,2023-01-10,4852.0,10155.0,raise
763,2024-05-27,79718.0,83261.0,raise
544,2023-12-23,37269.0,41312.0,raise
993,2024-03-12,38358.0,44195.0,raise
211,2026-02-27,27648.0,30819.0,raise
701,2023-12-24,54461.0,58742.0,correction
899,2026-03-24,37232.0,43612.0,promotion
790,2024-09-13,30602.0,35692.0,promotion
139,2025-08-20,50621.0,58037.0,promotion
814,2024-03-19,-8227.0,-2948.0,raise
124,2024-07-16,62163.0,64799.0,raise
104,2024-08-10,70799.0,74874.0,raise
315,2026-03-04,54981.0,62303.0,acquisition_harmonization
79,2025-08-17,60076.0,62143.0,correction
940,2026-02-15,32833.0,35273.0,raise
580,2024-02-13,32930.0,39589.0,raise
443,2025-12-02,50310.0,53495.0,raise
115,2022-01-20,27196.0,34690.0,promotion
397,2024-05-19,53727.0,58778.0,raise
312,2023-08-09,36768.0,43854.0,promotion
231,2023-04-13,44543.0,50837.0,correction
481,2025-05-14,72507.0,74868.0,raise
742,2025-09-12,74827.0,82005.0,promotion
830,2026-02-28,40028.0,43203.0,promotion
522,2024-08-17,83090.0,87604.0,raise
925,2024-06-21,29727.0,33486.0,raise
389,2026-01-28,80944.0,86141.0,promotion
820,2023-04-07,14480.0,20153.0,correction
235,2026-01-03,53106.0,55324.0,correction
671,2023-01-03,59715.0,64290.0,promotion
609,2024-04-30,45030.0,49286.0,promotion
258,2022-10-10,27747.0,33411.0,acquisition_harmonization
58,2023-02-11,69610.0,74867.0,raise
561,2025-12-28,47372.0,52281.0,raise
791,2026-03-17,21088.0,29076.0,raise
218,2023-06-30,37256.0,41474.0,raise
615,2024-06-08,35958.0,38930.0,promotion
411,2024-07-28,10205.0,17719.0,raise
410,2022-10-22,37947.0,44224.0,raise
68,2023-10-10,54532.0,58782.0,correction
518,2023-04-16,76055.0,83263.0,raise
882,2024-12-11,30996.0,34801.0,raise
701,2025-04-26,64678.0,67256.0,raise
719,2022-03-25,51755.0,55966.0,raise
572,2025-01-20,45297.0,49240.0,raise
383,2024-07-20,66500.0,69762.0,raise
447,2022-04-18,47769.0,51048.0,promotion
446,2025-03-21,47499.0,53944.0,raise
967,2025-03-07,47734.0,51398.0,promotion
314,2023-08-07,17979.0,25392.0,raise
896,2026-02-05,27504.0,30175.0,promotion
55,2021-07-15,43371.0,50497.0,correction
31,2025-06-27,34155.0,36798.0,promotion
748,2025-07-09,64593.0,69584.0,promotion
844,2025-02-02,23562.0,28069.0,acquisition_harmonization
953,2024-07-03,47997.0,54297.0,correction
413,2023-09-10,54884.0,60042.0,raise
541,2024-01-24,27150.0,33227.0,raise
878,2024-03-02,35776.0,42372.0,raise
600,2022-08-17,39373.0,46903.0,promotion
769,2025-06-11,15911.0,23312.0,raise
616,2021-02-18,41191.0,46095.0,acquisition_harmonization
328,2024-10-06,44438.0,49216.0,raise
743,2022-07-26,54015.0,61294.0,raise
619,2020-09-16,21944.0,29275.0,raise
841,2023-08-30,14650.0,19625.0,raise
989,2024-09-11,16389.0,24126.0,raise
534,2023-02-18,45117.0,47513.0,promotion
385,2021-02-16,55287.0,61862.0,promotion
846,2024-08-02,28328.0,36245.0,raise
270,2024-05-14,44518.0,51065.0,raise
131,2025-09-19,64636.0,66977.0,raise
348,2023-06-29,45399.0,49587.0,promotion
645,2024-08-07,59209.0,66365.0,raise
806,2026-03-26,38029.0,41081.0,raise
598,2025-02-17,39326.0,46851.0,acquisition_harmonization
924,2024-10-03,28552.0,31237.0,correction
997,2025-08-26,30686.0,36712.0,promotion
61,2025-07-09,81434.0,89273.0,raise
283,2023-06-02,7182.0,11581.0,raise
981,2025-03-09,38636.0,42500.0,promotion
246,2025-09-25,47520.0,53556.0,raise
387,2024-04-25,45571.0,52373.0,raise
388,2024-03-29,65562.0,71001.0,raise
203,2024-09-27,47936.0,54229.0,raise
883,2025-10-24,20420.0,26661.0,raise
780,2022-01-05,18218.0,26105.0,acquisition_harmonization
535,2024-05-31,21446.0,28965.0,raise
142,2026-03-11,78025.0,83888.0,raise
165,2019-08-26,72151.0,78090.0,raise
505,2024-12-30,63008.0,65412.0,correction
268,2024-10-11,41794.0,44011.0,raise
568,2023-12-28,45823.0,50115.0,acquisition_harmonization
885,2024-12-21,37250.0,42436.0,raise
146,2025-12-21,71524.0,78118.0,correction
345,2024-07-16,69376.0,74233.0,promotion
210,2023-04-20,34872.0,39245.0,raise
672,2025-08-07,72601.0,80238.0,correction
119,2024-12-13,26369.0,32179.0,raise
38,2021-10-21,64155.0,66970.0,raise
489,2026-01-31,35645.0,40401.0,raise
802,2025-04-19,28657.0,32924.0,promotion
222,2024-01-14,43109.0,46861.0,raise
30,2024-10-02,72856.0,77830.0,promotion
884,2025-10-21,31922.0,34611.0,promotion
930,2025-07-10,41231.0,47078.0,raise
1006,2026-02-22,33606.0,39446.0,raise
879,2025-07-19,8079.0,12758.0,promotion
302,2023-05-11,11906.0,17205.0,raise
579,2023-01-07,30260.0,34838.0,promotion
744,2024-01-19,49490.0,53387.0,promotion
802,2025-06-09,38233.0,44102.0,raise
755,2019-06-28,83484.0,88243.0,promotion
651,2022-09-26,30610.0,35643.0,raise
561,2025-01-15,24515.0,31036.0,raise
777,2024-05-31,38310.0,40717.0,acquisition_harmonization
268,2026-02-27,44011.0,48494.0,promotion
129,2022-09-01,29191.0,36348.0,raise
750,2023-03-19,62924.0,67608.0,promotion
959,2026-03-06,33819.0,40273.0,raise
108,2023-06-24,76659.0,80695.0,acquisition_harmonization
991,2025-03-25,1847.0,5033.0,raise
440,2024-11-03,64964.0,67858.0,raise
624,2023-04-09,26737.0,29280.0,raise
274,2025-10-16,57522.0,62464.0,acquisition_harmonization
