ticket_id,reporter_id,datum,kategorie,priorita,status,popis
642,415,2024-11-18 15:49:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na Jira?
643,228,2024-03-09 16:30:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
644,153,2024-06-20 17:02:00,Hardware ,P4,open,Prosím o výměnu dock — je už za zenitem.
645,622,2025-04-27 15:38:00,Hardware ,P3,closed,Prosím o výměnu notebook — je už za zenitem.
646,991,2024-03-07 14:41:00,Software,P3,closed,Po updatu Jira se mi rozbilo sdílení obrazovky.
647,814,2025-02-27 12:37:00,Software,P1,closed,Po updatu Excel se mi rozbilo notifikace.
648,729,2024-09-16 14:56:00,Hardware ,P3,closed,Nefunguje mi dock. Můžete se na to podívat?
649,544,2024-05-24 08:54:00,Účet a přístup,P4,open,Nemám přístup ke sdílenému disku týmu.
650,348,2024-10-16 10:46:00,Hardware ,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
651,234,2025-05-14 16:10:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Figma?
652,248,2025-03-15 11:45:00,Účet a přístup,P3,open,Zapomněl/a jsem heslo do Confluence.
653,93,2025-04-09 10:05:00,Software,P4,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
654,736,2024-03-23 14:13:00,Ostatní,P1,closed,Nefunguje kávovar v 3. patře.
655,292,2024-05-11 13:07:00,Účet a přístup,P4,pending,Můj VPN profil nefunguje od pondělí.
656,286,2024-12-21 12:44:00,Hardware ,P4,closed,Prosím o výměnu dock — je už za zenitem.
657,353,2024-12-05 14:47:00,Hardware ,P4,closed,Prosím o výměnu klávesnice — je už za zenitem.
658,18,2024-10-15 08:41:00,Software,P4,closed,Po updatu Excel se mi rozbilo SSO login.
659,251,2024-01-02 15:54:00,Hardware ,P4,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
660,125,2025-02-09 13:25:00,Hardware ,P3,closed,Prosím o výměnu notebook — je už za zenitem.
661,309,2024-01-20 16:37:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
662,654,2025-05-03 08:57:00,Software,P3,closed,Po updatu Jira se mi rozbilo sdílení obrazovky.
663,88,2024-06-25 12:39:00,Hardware ,P4,closed,Nefunguje mi dock. Můžete se na to podívat?
664,931,2024-10-05 17:28:00,Software,P3,pending,Po updatu VS Code se mi rozbilo notifikace.
665,591,2025-04-13 09:27:00,Hardware ,P4,open,Nefunguje mi dock. Můžete se na to podívat?
666,883,2024-10-27 16:54:00,Hardware ,P3,closed,Nefunguje mi notebook. Můžete se na to podívat?
667,353,2024-02-12 08:55:00,Software,P3,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
668,115,2024-04-16 14:15:00,Hardware ,P2,open,Prosím o výměnu monitor — je už za zenitem.
669,507,2025-02-01 11:20:00,Software,P2,pending,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
670,835,2024-10-16 12:39:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
671,387,2024-03-05 14:36:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na VS Code?
672,934,2024-08-15 15:27:00,Hardware ,P2,closed,Nefunguje mi monitor. Můžete se na to podívat?
673,132,2024-07-30 12:12:00,Hardware ,P3,closed,Prosím o výměnu headset — je už za zenitem.
674,104,2024-05-05 11:49:00,Hardware ,P4,pending,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
675,589,2024-11-20 11:12:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do interní portál.
676,561,2024-01-22 08:23:00,Hardware ,P3,closed,Nefunguje mi klávesnice. Můžete se na to podívat?
677,762,2024-01-11 12:14:00,Hardware ,P3,closed,Prosím o výměnu dock — je už za zenitem.
678,90,2024-08-01 16:14:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Figma?
679,917,2024-05-17 14:33:00,Software,P4,closed,Po updatu Excel se mi rozbilo sdílení obrazovky.
680,935,2025-03-16 09:25:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
681,485,2024-10-04 08:47:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Jira?
682,59,2024-03-24 11:17:00,Ostatní,P1,closed,Někdo mi v ledničce snědl oběd. Co s tím?
683,492,2024-02-16 10:45:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
684,288,2024-11-14 14:38:00,Ostatní,P1,closed,Nefunguje kávovar v 3. patře.
685,702,2025-05-06 10:46:00,Software,P1,closed,Po updatu Slack se mi rozbilo SSO login.
686,86,2024-08-31 09:15:00,Ostatní,P3,closed,Nefunguje kávovar v 3. patře.
687,764,2024-03-08 16:46:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
688,666,2024-05-23 12:06:00,Účet a přístup,P3,pending,Nemám přístup ke sdílenému disku týmu.
689,757,2024-12-08 09:19:00,Hardware ,P3,closed,Prosím o výměnu myš — je už za zenitem.
690,565,2024-04-27 13:07:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
691,372,2024-11-28 10:34:00,Účet a přístup,P4,open,Nemám přístup ke sdílenému disku týmu.
692,80,2024-04-27 11:45:00,Účet a přístup,P4,pending,Můj VPN profil nefunguje od pondělí.
693,14,2024-05-23 16:25:00,Hardware ,P3,closed,Nefunguje mi monitor. Můžete se na to podívat?
694,890,2025-04-05 10:37:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na VS Code?
695,419,2025-05-12 10:50:00,Software,P3,closed,Po updatu Slack se mi rozbilo sdílení obrazovky.
696,618,2025-02-11 17:01:00,Ostatní,P3,pending,Klimatizace v open-spacu zase netáhne.
697,663,2025-01-05 10:22:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Slack.
698,419,2024-06-14 10:56:00,Ostatní,P1,closed,Někdo mi v ledničce snědl oběd. Co s tím?
699,542,2024-09-04 15:02:00,Software,P3,pending,Po updatu Jira se mi rozbilo sdílení obrazovky.
700,9863,2024-11-23 16:40:00,Software,P2,pending,Mohli byste mi prosím přidat licenci na Jira?
701,883,2024-12-04 16:06:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
702,681,2024-12-20 08:09:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
703,396,2024-05-24 14:30:00,Software,P2,open,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
704,387,2025-04-03 14:56:00,Software,P3,open,Po updatu VS Code se mi rozbilo SSO login.
705,74,2025-01-08 14:23:00,Software,P2,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
706,317,2024-05-16 12:24:00,Hardware ,P4,closed,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
707,601,2024-12-21 14:46:00,Software,P4,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
708,322,2024-10-30 08:49:00,Software,P3,open,Mohli byste mi prosím přidat licenci na Figma?
709,184,2024-03-23 17:34:00,Hardware ,P3,closed,Prosím o výměnu myš — je už za zenitem.
710,406,2024-01-12 11:16:00,Hardware ,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
711,29,2024-12-22 15:09:00,Účet a přístup,P1,pending,Nemám přístup ke sdílenému disku týmu.
712,981,2024-04-14 08:13:00,Hardware,P4,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
713,815,2025-01-03 16:02:00,Hardware,P3,closed,Nefunguje mi myš. Můžete se na to podívat?
714,220,2024-06-13 17:40:00,Software,P4,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
715,226,2024-04-28 14:17:00,Hardware,P4,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
716,21,2025-05-12 08:26:00,Software,P3,pending,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
717,397,2024-06-24 16:44:00,Software,P3,closed,Po updatu Slack se mi rozbilo VPN integrace.
718,722,2024-09-29 14:22:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
719,565,2025-03-01 13:44:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
720,744,2024-02-02 10:10:00,Software,P4,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
721,184,2024-02-01 10:48:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
722, 962,2025-04-07 08:42:00,Ostatní,P3,open,Někdo mi v ledničce snědl oběd. Co s tím?
723,472,2024-11-03 12:29:00,Ostatní,P2,closed,Nefunguje kávovar v 3. patře.
724,8,2024-10-03 12:55:00,Software,P3,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
725,816,2024-10-14 17:00:00,Hardware,P2,pending,Prosím o výměnu headset — je už za zenitem.
726,39,2024-04-19 09:44:00,Software,P3,pending,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
727,437,2024-07-18 17:03:00,Hardware,P3,closed,Prosím o výměnu notebook — je už za zenitem.
728,466,2024-08-16 17:38:00,Hardware,P2,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
729,46,2024-09-23 09:36:00,Hardware,P1,pending,Prosím o výměnu monitor — je už za zenitem.
730,470,2024-04-25 17:51:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do interní portál.
731,999,2024-12-30 10:41:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Figma?
732,924,2025-05-12 12:53:00,Software,P3,closed,Po updatu Excel se mi rozbilo VPN integrace.
733,981,2024-09-25 16:47:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Figma?
734,132,2025-01-07 09:23:00,Hardware,P2,closed,Prosím o výměnu notebook — je už za zenitem.
735,105,2024-11-05 09:52:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Jira?
736,9838,2024-05-18 13:09:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
737,261,2025-02-28 12:52:00,Hardware,P4,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
738,414,2025-02-08 10:33:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
739,622,2024-04-17 15:59:00,Hardware,P3,closed,Prosím o výměnu notebook — je už za zenitem.
740,559,2024-10-04 10:53:00,Software,P4,pending,Po updatu Slack se mi rozbilo notifikace.
741,647,2024-08-31 12:21:00,Software,P3,closed,Po updatu Figma se mi rozbilo notifikace.
742,463,2024-09-18 17:18:00,Software,P3,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
743,221,2024-07-07 17:35:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
744,347,2024-05-03 13:39:00,Hardware,P4,closed,Prosím o výměnu monitor — je už za zenitem.
745,321,2025-04-03 11:29:00,Hardware,P4,closed,Prosím o výměnu monitor — je už za zenitem.
746,761,2024-02-11 15:11:00,Software,P2,open,Po updatu VS Code se mi rozbilo sdílení obrazovky.
747,245,2025-04-14 15:38:00,Hardware,P3,open,Nefunguje mi monitor. Můžete se na to podívat?
748,539,2024-12-23 11:20:00,Účet a přístup,P3,pending,Zapomněl/a jsem heslo do Slack.
749,585,2024-03-07 09:38:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
750,370,2024-04-18 17:34:00,Hardware,P3,closed,Prosím o výměnu dock — je už za zenitem.
751,751,2024-12-17 12:27:00,Účet a přístup,P2,open,Zapomněl/a jsem heslo do Confluence.
752,59.,2025-01-26 11:25:00,Software,P2,open,Po updatu Jira se mi rozbilo notifikace.
753,245,2024-02-11 13:48:00,Software,P3,pending,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
754,994,2024-05-11 10:40:00,Ostatní,P2,open,Klimatizace v open-spacu zase netáhne.
755,208,2025-03-10 10:50:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
756,470,2024-09-30 14:30:00,Hardware,P2,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
757,221,2024-11-25 11:07:00,Ostatní,P4,pending,Nefunguje kávovar v 3. patře.
758,38,2025-01-12 15:42:00,Hardware,P3,closed,Prosím o výměnu myš — je už za zenitem.
759,435,2024-12-08 17:10:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
760,278,2024-05-16 12:27:00,Software,P4,open,Mohli byste mi prosím přidat licenci na Figma?
761,169,2024-05-21 15:35:00,Software,P2,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
762,1003,2024-07-27 12:59:00,Software,P3,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
763,638,2025-01-11 13:10:00,Účet a přístup,P4,closed,Nemám přístup ke sdílenému disku týmu.
764,999,2024-07-16 17:22:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
765,37,2025-04-03 15:32:00,Hardware,P4,open,Nefunguje mi monitor. Můžete se na to podívat?
766,437,2024-09-29 10:48:00,Hardware,P3,closed,Nefunguje mi myš. Můžete se na to podívat?
767,455,2024-12-22 11:54:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na Slack?
768,682,2024-07-11 13:11:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
769,216,2025-02-06 12:06:00,Software,P4,open,Mohli byste mi prosím přidat licenci na VS Code?
770,962,2024-12-22 15:10:00,Hardware,P3,closed,Prosím o výměnu myš — je už za zenitem.
771,912,2025-04-01 14:46:00,Hardware,P3,pending,Prosím o výměnu headset — je už za zenitem.
772,374,2024-01-17 17:52:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
773,334,2024-12-19 12:31:00,Hardware,P4,closed,Prosím o výměnu dock — je už za zenitem.
774,621,2025-02-14 13:01:00,Hardware,P3,pending,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
775,858,2024-06-18 16:14:00,Hardware,P3,closed,Prosím o výměnu klávesnice — je už za zenitem.
776,121,2024-11-13 17:58:00,Software,P4,closed,Po updatu Excel se mi rozbilo sdílení obrazovky.
777,519,2025-04-29 08:34:00,Software,P2,closed,Po updatu Figma se mi rozbilo sdílení obrazovky.
778,9239,2024-12-09 11:36:00,Hardware,P2,closed,Prosím o výměnu monitor — je už za zenitem.
779,161,2024-01-31 12:11:00,Software,P2,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
780,887,2024-04-30 17:04:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
781,924,2024-02-28 11:29:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Jira.
782,781,2024-09-25 11:03:00,Software,P4,closed,Po updatu Figma se mi rozbilo notifikace.
783,158,2024-01-30 11:51:00,Hardware,P3,open,Prosím o výměnu klávesnice — je už za zenitem.
784,961,2024-12-14 09:52:00,Hardware,P3,pending,Prosím o výměnu headset — je už za zenitem.
785,578,2024-05-27 09:50:00,Ostatní,P2,open,Klimatizace v open-spacu zase netáhne.
786,970,2024-03-03 16:31:00,Hardware,P4,pending,Prosím o výměnu notebook — je už za zenitem.
787,71,2024-06-24 15:35:00,Hardware,P2,pending,Prosím o výměnu dock — je už za zenitem.
788,215,2024-01-28 11:57:00,Software,P3,pending,Po updatu Excel se mi rozbilo sdílení obrazovky.
789,410,2024-12-24 13:02:00,Hardware,P2,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
790,118,2025-02-27 11:02:00,Software,P4,closed,Po updatu Jira se mi rozbilo SSO login.
791,60,2024-06-19 15:35:00,Hardware,P2,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
792,932,2024-03-11 16:01:00,Účet a přístup,P3,pending,Nemám přístup ke sdílenému disku týmu.
793,23,2025-01-12 10:12:00,Software,P4,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
794,616,2024-12-10 16:44:00,Účet a přístup,P2,open,Zapomněl/a jsem heslo do Jira.
795,13,2024-04-18 12:20:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Confluence.
796,796,2024-11-03 09:23:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
797,537,2024-08-19 12:58:00,Hardware,P2,open,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
798,545,2025-03-31 16:10:00,Software,P3,pending,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
799,725,2025-04-20 13:30:00,Ostatní,P2,closed,Nefunguje kávovar v 3. patře.
800,594,2024-03-14 10:02:00,Hardware,P3,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
801,41,2024-05-02 09:16:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
802,296,2025-02-13 11:17:00,Hardware,P3,open,Nefunguje mi notebook. Můžete se na to podívat?
803,680,2024-09-21 10:32:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
804,69,2025-04-25 08:11:00,Hardware,P1,closed,Nefunguje mi notebook. Můžete se na to podívat?
805,609,2024-12-07 16:11:00,Software,P4,pending,Mohli byste mi prosím přidat licenci na Jira?
806,433,2024-01-26 14:32:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Figma?
807,635,2024-04-05 08:49:00,Hardware,P3,closed,Prosím o výměnu monitor — je už za zenitem.
808,912,2024-07-28 11:01:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
809,761,2024-08-04 11:03:00,Software,P1,closed,Mohli byste mi prosím přidat licenci na Slack?
810,468,2024-06-27 15:03:00,Hardware,P4,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
811,800,2025-03-04 15:25:00,Účet a přístup,P3,pending,Můj VPN profil nefunguje od pondělí.
812,933,2024-11-07 10:20:00,Hardware,P3,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
813,366,2024-10-11 10:19:00,Hardware,P3,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
814,595,2024-02-20 16:14:00,Software,P4,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
815,512,2024-12-08 14:11:00,Účet a přístup,P2,pending,Nemám přístup ke sdílenému disku týmu.
816,910,2024-03-18 12:44:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
817,415,2024-10-28 11:38:00,Hardware,P4,closed,Nefunguje mi notebook. Můžete se na to podívat?
818,793,2025-02-15 16:24:00,Software,P2,closed,Po updatu VS Code se mi rozbilo sdílení obrazovky.
819,450,2024-05-31 12:10:00,Hardware,P3,closed,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
820,951,2024-05-09 14:24:00,Účet a přístup,P1,open,Můj VPN profil nefunguje od pondělí.
821,720,2025-04-16 12:05:00,Hardware,P3,closed,Nefunguje mi myš. Můžete se na to podívat?
822,314,2024-05-04 15:36:00,Hardware,P3,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
823,651,2024-03-14 11:13:00,Hardware,P4,closed,Nefunguje mi monitor. Můžete se na to podívat?
824,313,2024-10-20 14:21:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na Jira?
825,222,2025-03-31 12:23:00,Hardware,P3,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
826,308,2024-01-02 12:39:00,Hardware,P3,pending,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
827,791,2024-10-04 17:10:00,Software,P1,closed,Mohli byste mi prosím přidat licenci na Figma?
828,214,2024-09-07 15:26:00,Hardware,P4,pending,Nefunguje mi klávesnice. Můžete se na to podívat?
829,696,2025-02-21 10:36:00,Hardware,P2,closed,Prosím o výměnu headset — je už za zenitem.
830,1002,2024-05-17 13:41:00,Software,P4,open,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
831,264,2024-08-19 12:33:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Jira?
832,315,2024-03-01 08:45:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
833,138,2025-04-22 17:10:00,Software,P3,open,Mohli byste mi prosím přidat licenci na Excel?
834,820,2024-10-05 12:04:00,Ostatní,P3,closed,Nefunguje kávovar v 3. patře.
835,297,2025-03-12 15:13:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
836,49,2024-05-10 14:40:00,Hardware,P2,closed,Prosím o výměnu klávesnice — je už za zenitem.
837,200,2024-04-24 14:46:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
838,92,2024-10-03 10:41:00,Hardware,P3,closed,Prosím o výměnu dock — je už za zenitem.
839,664,2024-04-15 17:33:00,Hardware,P4,closed,Prosím o výměnu dock — je už za zenitem.
840,709,2024-09-21 11:43:00,Software,P3,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
841,943,2025-02-03 15:33:00,Ostatní,P1,pending,Nefunguje kávovar v 3. patře.
842,89,2024-07-31 12:23:00,Hardware,P4,closed,Nefunguje mi myš. Můžete se na to podívat?
843,982,2024-08-13 10:03:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do interní portál.
844,686,2024-08-11 11:55:00,Hardware,P3,pending,Nefunguje mi monitor. Můžete se na to podívat?
845,262,2025-03-03 09:04:00,Software,P4,closed,Po updatu Excel se mi rozbilo VPN integrace.
846,773,2024-12-14 08:27:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
847,199,2024-01-07 12:02:00,Hardware,P3,pending,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
848,406,2024-12-01 14:20:00,Software,P3,open,Po updatu Excel se mi rozbilo notifikace.
849,217,2024-10-27 12:26:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
850,170,2024-06-20 08:09:00,Software,P4,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
851,552,2025-01-30 09:23:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
852,739,2024-04-29 17:43:00,Hardware,P3,pending,Prosím o výměnu myš — je už za zenitem.
853,303,2024-12-01 17:09:00,Hardware,P2,closed,Prosím o výměnu notebook — je už za zenitem.
854,369,2024-11-08 13:26:00,Účet a přístup,P3,open,Můj VPN profil nefunguje od pondělí.
855,635,2024-04-25 08:53:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
856,933,2025-02-15 16:35:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
857,998,2024-08-17 08:09:00,Software,P3,open,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
858,833,2024-03-23 13:14:00,Hardware,P3,closed,Nefunguje mi headset. Můžete se na to podívat?
859,760,2025-01-10 08:15:00,Software,P4,pending,Mohli byste mi prosím přidat licenci na Slack?
860,941,2025-04-02 14:35:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
861,110,2024-03-30 11:53:00,Hardware,P3,closed,Nefunguje mi notebook. Můžete se na to podívat?
862,551,2025-05-06 12:22:00,Software,P3,closed,Po updatu Excel se mi rozbilo SSO login.
863,711,2024-04-21 15:45:00,Software,P4,open,Mohli byste mi prosím přidat licenci na Excel?
864,577,2024-12-31 14:17:00,Ostatní,P3,closed,Nefunguje kávovar v 3. patře.
865,357,2024-05-10 17:53:00,Software,P4,closed,Po updatu VS Code se mi rozbilo sdílení obrazovky.
866,477,2024-09-17 14:41:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do interní portál.
867,432,2024-11-10 12:13:00,Účet a přístup,P2,pending,Nemám přístup ke sdílenému disku týmu.
868,36,2024-03-03 13:07:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
869,82,2024-04-10 08:49:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Slack.
870,112,2024-02-14 14:27:00,Hardware,P2,open,Prosím o výměnu klávesnice — je už za zenitem.
871,112,2024-09-16 11:36:00,Hardware,P3,closed,Prosím o výměnu myš — je už za zenitem.
872,209,2024-04-19 13:25:00,Hardware,P3,closed,Nefunguje mi monitor. Můžete se na to podívat?
873,4,2025-01-20 15:02:00,Hardware,P3,pending,Prosím o výměnu notebook — je už za zenitem.
874,494,2025-03-21 14:30:00,Účet a přístup,P4,closed,Nemám přístup ke sdílenému disku týmu.
875,590,2024-04-05 08:16:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
876,288,2024-03-19 16:34:00,Hardware,P3,closed,Nefunguje mi klávesnice. Můžete se na to podívat?
877,977,2025-02-18 16:29:00,Software,P4,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
878,102,2024-04-24 15:53:00,Hardware,P4,open,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
879,174,2024-02-21 17:03:00,Hardware,P3,pending,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
880,292,2025-02-12 09:11:00,Hardware,P3,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
881,807,2025-01-07 08:43:00,Účet a přístup,P4,open,Zapomněl/a jsem heslo do Slack.
882,523,2024-10-06 09:14:00,Software,P3,pending,Po updatu Jira se mi rozbilo VPN integrace.
883,988,2024-04-01 11:57:00,Hardware,P1,pending,Prosím o výměnu klávesnice — je už za zenitem.
884,5,2024-02-26 14:30:00,Hardware,P4,closed,Prosím o výměnu dock — je už za zenitem.
885,437,2024-01-08 17:30:00,Software,P2,pending,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
886,271,2024-05-13 13:31:00,Hardware,P3,closed,Prosím o výměnu myš — je už za zenitem.
887,856,2024-03-30 10:53:00,Software,P2,closed,Po updatu Jira se mi rozbilo SSO login.
888,564,2024-05-26 13:18:00,Software,P3,pending,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
889,949,2024-01-11 17:17:00,Účet a přístup,P3,pending,Zapomněl/a jsem heslo do Slack.
890,656,2024-10-08 12:10:00,Hardware,P2,pending,Nefunguje mi myš. Můžete se na to podívat?
891,164,2025-05-04 09:16:00,Software,P3,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
892,615,2024-01-26 16:09:00,Hardware,P4,closed,Nefunguje mi monitor. Můžete se na to podívat?
893,373,2024-04-16 15:19:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
894,245,2024-02-14 14:06:00,Hardware,P3,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
895,415,2025-04-29 14:33:00,Hardware,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
896,375,2024-08-06 15:25:00,Ostatní,P1,open,Klimatizace v open-spacu zase netáhne.
897,607,2025-04-28 14:40:00,Hardware,P2,closed,Nefunguje mi monitor. Můžete se na to podívat?
898,953,2024-06-25 17:25:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
899,58,2024-01-21 09:07:00,Účet a přístup,P2,open,Můj VPN profil nefunguje od pondělí.
900,975,2025-04-17 08:12:00,Hardware,P4,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
901,648,2024-09-11 12:48:00,Software,P4,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
902,132,2025-03-13 08:27:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
903,96,2025-01-25 14:50:00,Hardware,P3,pending,Prosím o výměnu headset — je už za zenitem.
904,31,2024-03-06 16:33:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
905,216,2024-05-03 15:51:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
